Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Unnamed: 16_level_0,Player_URL
20.0,Bucky Irving,22.0,TAM,RB,17.0,3.0,207.0,1122.0,52.0,566.0,2.7,556.0,2.7,12.0,17.3,AP ORoY-6,
21.0,Rhamondre Stevenson,26.0,NWE,RB,15.0,14.0,207.0,801.0,40.0,370.0,1.8,431.0,2.1,14.0,14.8,,
22.0,De'Von Achane,23.0,MIA,RB,17.0,16.0,203.0,907.0,37.0,486.0,2.4,421.0,2.1,7.0,29.0,,
23.0,Kareem Hunt,29.0,KAN,RB,13.0,8.0,200.0,728.0,42.0,399.0,2.0,329.0,1.6,7.0,28.6,,
24.0,J.K. Dobbins,26.0,LAC,RB,13.0,11.0,195.0,905.0,47.0,416.0,2.1,489.0,2.5,24.0,8.1,AP CPoY-2,
25.0,Tyrone Tracy Jr.,25.0,NYG,RB,17.0,12.0,192.0,839.0,39.0,511.0,2.7,328.0,1.7,6.0,32.0,,
26.0,Brian Robinson Jr.,25.0,WAS,RB,14.0,13.0,187.0,799.0,47.0,378.0,2.0,421.0,2.3,10.0,18.7,,
27.0,David Montgomery,27.0,DET,RB,14.0,14.0,185.0,775.0,50.0,347.0,1.9,428.0,2.3,19.0,9.7,,
28.0,Tank Bigsby,23.0,JAX,RB,16.0,1.0,168.0,766.0,39.0,295.0,1.8,471.0,2.8,14.0,12.0,,
29.0,Jordan Mason,25.0,SFO,RB,12.0,6.0,153.0,789.0,37.0,441.0,2.9,348.0,2.3,13.0,11.8,,
30.0,Kenneth Walker III,24.0,SEA,RB,11.0,11.0,153.0,573.0,28.0,263.0,1.7,310.0,2.0,13.0,11.8,,
31.0,Travis Etienne,25.0,JAX,RB,15.0,15.0,150.0,558.0,31.0,283.0,1.9,275.0,1.8,3.0,50.0,,
32.0,Jalen Hurts,26.0,PHI,QB,15.0,15.0,150.0,630.0,62.0,449.0,3.0,181.0,1.2,11.0,13.6,,
33.0,Jayden Daniels,24.0,WAS,QB,17.0,17.0,148.0,891.0,55.0,653.0,4.4,238.0,1.6,9.0,16.4,"PB,AP MVP-7,AP OPoY-17,AP ORoY-1",
34.0,Rachaad White,25.0,TAM,RB,16.0,15.0,144.0,613.0,35.0,231.0,1.6,382.0,2.7,9.0,16.0,,
35.0,Lamar Jackson,27.0,BAL,QB,17.0,17.0,139.0,915.0,47.0,666.0,4.8,249.0,1.8,7.0,19.9,"PB,AP-1,AP MVP-2,AP OPoY-2",
36.0,Javonte Williams,24.0,DEN,RB,17.0,11.0,139.0,513.0,30.0,258.0,1.9,255.0,1.8,4.0,34.8,,
37.0,Tyler Allgeier,24.0,ATL,RB,17.0,0.0,137.0,644.0,43.0,288.0,2.1,356.0,2.6,7.0,19.6,,
38.0,Zach Charbonnet,23.0,SEA,RB,17.0,6.0,135.0,569.0,32.0,267.0,2.0,302.0,2.2,12.0,11.3,,
39.0,Alexander Mattison,26.0,LVR,RB,14.0,7.0,132.0,420.0,25.0,209.0,1.6,211.0,1.6,7.0,18.9,,
40.0,Antonio Gibson,26.0,NWE,RB,17.0,3.0,120.0,538.0,24.0,215.0,1.8,323.0,2.7,12.0,10.0,,
41.0,Jaylen Warren,26.0,PIT,RB,15.0,0.0,120.0,511.0,28.0,279.0,2.3,232.0,1.9,10.0,12.0,,
42.0,Ray Davis,25.0,BUF,RB,17.0,0.0,113.0,442.0,25.0,217.0,1.9,225.0,2.0,6.0,18.8,,
43.0,Jaleel McLaughlin,24.0,DEN,RB,16.0,5.0,113.0,496.0,25.0,302.0,2.7,194.0,1.7,8.0,14.1,,
44.0,Devin Singletary,27.0,NYG,RB,15.0,5.0,113.0,437.0,24.0,206.0,1.8,231.0,2.0,10.0,11.3,,
45.0,Jerome Ford,25.0,CLE,RB,14.0,6.0,104.0,565.0,25.0,345.0,3.3,220.0,2.1,5.0,20.8,,
46.0,Cam Akers,25.0,2TM,RB,17.0,2.0,104.0,444.0,21.0,226.0,2.2,218.0,2.1,7.0,14.9,AP CPoY-19,
46.0,Cam Akers,25.0,HOU,RB,5.0,2.0,40.0,147.0,5.0,84.0,2.1,63.0,1.6,2.0,20.0,,
46.0,Cam Akers,25.0,MIN,RB,12.0,0.0,64.0,297.0,16.0,142.0,2.2,155.0,2.4,5.0,12.8,,
47.0,Emanuel Wilson,25.0,GNB,RB,17.0,0.0,103.0,502.0,27.0,260.0,2.5,242.0,2.3,9.0,11.4,,
48.0,Josh Allen,28.0,BUF,QB,17.0,17.0,102.0,531.0,52.0,341.0,3.3,190.0,1.9,7.0,14.6,"PB,AP-2,AP MVP-1,AP OPoY-6",
49.0,Nick Chubb,29.0,CLE,RB,8.0,8.0,102.0,332.0,17.0,170.0,1.7,162.0,1.6,4.0,25.5,AP CPoY-8,
50.0,Gus Edwards,29.0,LAC,RB,11.0,6.0,101.0,365.0,17.0,125.0,1.2,240.0,2.4,9.0,11.2,,
51.0,Braelon Allen,20.0,NYJ,RB,17.0,2.0,92.0,334.0,22.0,143.0,1.6,191.0,2.1,4.0,23.0,,
52.0,Bo Nix,24.0,DEN,QB,17.0,17.0,92.0,430.0,41.0,359.0,3.9,71.0,0.8,3.0,30.7,AP ORoY-3,
53.0,Anthony Richardson,22.0,IND,QB,11.0,11.0,86.0,499.0,34.0,363.0,4.2,136.0,1.6,9.0,9.6,AP CPoY-25,
54.0,Raheem Mostert,32.0,MIA,RB,13.0,1.0,85.0,278.0,13.0,143.0,1.7,135.0,1.6,1.0,85.0,,
55.0,Isaac Guerendo,24.0,SFO,RB,16.0,3.0,84.0,420.0,18.0,180.0,2.1,240.0,2.9,3.0,28.0,,
56.0,Tyjae Spears,23.0,TEN,RB,12.0,1.0,84.0,312.0,19.0,128.0,1.5,184.0,2.2,13.0,6.5,,
57.0,Isiah Pacheco,25.0,KAN,RB,7.0,6.0,83.0,310.0,14.0,182.0,2.2,128.0,1.5,0.0,,,
58.0,Caleb Williams,23.0,CHI,QB,17.0,17.0,81.0,489.0,27.0,385.0,4.8,104.0,1.3,5.0,16.2,AP ORoY-10,
59.0,Kyler Murray,27.0,ARI,QB,17.0,17.0,78.0,572.0,27.0,468.0,6.0,104.0,1.3,2.0,39.0,AP CPoY-10,
60.0,Austin Ekeler,29.0,WAS,RB,12.0,6.0,77.0,367.0,19.0,231.0,3.0,136.0,1.8,3.0,25.7,AP-2,
61.0,Audric Estime,21.0,DEN,RB,13.0,1.0,76.0,310.0,15.0,134.0,1.8,176.0,2.3,3.0,25.3,,
62.0,Kenneth Gainwell,25.0,PHI,RB,17.0,1.0,75.0,290.0,12.0,162.0,2.2,128.0,1.7,3.0,25.0,,
63.0,Ezekiel Elliott,29.0,DAL,RB,15.0,2.0,74.0,226.0,14.0,115.0,1.6,111.0,1.5,2.0,37.0,,
64.0,Zack Moss,27.0,CIN,RB,8.0,6.0,74.0,242.0,13.0,166.0,2.2,76.0,1.0,4.0,18.5,,
65.0,D'Onta Foreman,28.0,CLE,RB,11.0,3.0,71.0,232.0,10.0,131.0,1.8,101.0,1.4,0.0,,,
66.0,Justin Herbert,26.0,LAC,QB,17.0,17.0,69.0,306.0,23.0,224.0,3.2,82.0,1.2,2.0,34.5,"AP MVP-9,AP CPoY-12",
67.0,Jaylen Wright,21.0,MIA,RB,15.0,1.0,68.0,249.0,11.0,126.0,1.9,123.0,1.8,3.0,22.7,,
68.0,Sam Darnold,27.0,MIN,QB,17.0,17.0,67.0,212.0,23.0,155.0,2.3,57.0,0.9,1.0,67.0,"PB,AP MVP-10,AP CPoY-3",
69.0,Daniel Jones,27.0,NYG,QB,10.0,10.0,67.0,265.0,26.0,186.0,2.8,79.0,1.2,5.0,13.4,,
70.0,Ameer Abdullah,31.0,LVR,RB,16.0,3.0,66.0,311.0,14.0,183.0,2.8,128.0,1.9,5.0,13.2,,
71.0,Brock Purdy,25.0,SFO,QB,15.0,15.0,66.0,323.0,33.0,259.0,3.9,64.0,1.0,2.0,33.0,,
72.0,Zamir White,25.0,LVR,RB,8.0,5.0,65.0,183.0,4.0,93.0,1.4,90.0,1.4,4.0,16.3,,
73.0,Trey Benson,21.0,ARI,RB,13.0,1.0,63.0,291.0,16.0,157.0,2.5,134.0,2.1,4.0,15.8,,
74.0,Justin Fields,25.0,PIT,QB,10.0,6.0,62.0,289.0,19.0,214.0,3.5,75.0,1.2,2.0,31.0,,
75.0,Baker Mayfield,29.0,TAM,QB,17.0,17.0,60.0,378.0,24.0,294.0,4.9,84.0,1.4,5.0,12.0,"PB,AP MVP-11,AP OPoY-11",
76.0,Blake Corum,24.0,LAR,RB,17.0,1.0,58.0,207.0,12.0,122.0,2.1,85.0,1.5,0.0,,,
77.0,Patrick Mahomes,29.0,KAN,QB,16.0,16.0,58.0,307.0,22.0,240.0,4.1,67.0,1.2,0.0,,"AP MVP-6,AP OPoY-17",
78.0,Ty Chandler,26.0,MIN,RB,17.0,0.0,56.0,182.0,9.0,128.0,2.3,54.0,1.0,0.0,,,
79.0,Trey Sermon,25.0,IND,RB,17.0,3.0,56.0,159.0,14.0,75.0,1.3,84.0,1.5,3.0,18.7,,
80.0,Carson Steele,22.0,KAN,RB,17.0,3.0,56.0,183.0,14.0,87.0,1.6,96.0,1.7,2.0,28.0,,
81.0,Roschon Johnson,23.0,CHI,RB,14.0,0.0,55.0,150.0,17.0,80.0,1.5,70.0,1.3,0.0,,,
82.0,Jeremy McNichols,29.0,WAS,RB,17.0,1.0,55.0,261.0,15.0,97.0,1.8,164.0,3.0,7.0,7.9,,
83.0,Miles Sanders,27.0,CAR,RB,11.0,2.0,55.0,205.0,12.0,124.0,2.3,81.0,1.5,2.0,27.5,,
84.0,Drake Maye,22.0,NWE,QB,13.0,12.0,54.0,421.0,22.0,335.0,6.2,86.0,1.6,2.0,27.0,"PB,AP ORoY-8",
85.0,Geno Smith,34.0,SEA,QB,17.0,17.0,53.0,272.0,17.0,254.0,4.8,18.0,0.3,0.0,,,
86.0,C.J. Stroud,23.0,HOU,QB,17.0,17.0,52.0,233.0,14.0,190.0,3.7,43.0,0.8,3.0,17.3,,
87.0,Christian McCaffrey,28.0,SFO,RB,4.0,4.0,50.0,202.0,12.0,116.0,2.3,86.0,1.7,3.0,16.7,,
88.0,Sean Tucker,23.0,TAM,RB,17.0,0.0,50.0,308.0,17.0,179.0,3.6,129.0,2.6,5.0,10.0,,
89.0,Jamaal Williams,29.0,NOR,RB,14.0,1.0,48.0,164.0,11.0,92.0,1.9,72.0,1.5,0.0,,,
90.0,Justice Hill,27.0,BAL,RB,15.0,0.0,47.0,228.0,14.0,90.0,1.9,138.0,2.9,6.0,7.8,,
91.0,Will Levis,25.0,TEN,QB,12.0,12.0,45.0,183.0,20.0,129.0,2.9,54.0,1.2,4.0,11.3,,
92.0,Kimani Vidal,23.0,LAC,RB,10.0,0.0,43.0,155.0,7.0,83.0,1.9,72.0,1.7,3.0,14.3,,
93.0,Russell Wilson,36.0,PIT,QB,11.0,11.0,43.0,155.0,16.0,142.0,3.3,13.0,0.3,0.0,,"PB,AP CPoY-14",
94.0,Bryce Young,23.0,CAR,QB,14.0,12.0,43.0,249.0,15.0,217.0,5.0,32.0,0.7,4.0,10.8,,
95.0,Joe Burrow,28.0,CIN,QB,17.0,17.0,42.0,201.0,16.0,166.0,4.0,35.0,0.8,0.0,,"PB,AP MVP-4,AP OPoY-5,AP CPoY-1",
96.0,Deebo Samuel,28.0,SFO,WR,15.0,15.0,42.0,136.0,5.0,67.0,1.6,69.0,1.6,1.0,42.0,,
97.0,Ty Johnson,27.0,BUF,RB,17.0,1.0,41.0,213.0,13.0,106.0,2.6,107.0,2.6,2.0,20.5,,
98.0,Dameon Pierce,24.0,HOU,RB,11.0,0.0,40.0,293.0,7.0,77.0,1.9,216.0,5.4,6.0,6.7,,
99.0,Taysom Hill,34.0,NOR,TE,8.0,8.0,39.0,278.0,18.0,108.0,2.8,170.0,4.4,4.0,9.8,,
100.0,Sincere McCormick,24.0,LVR,RB,5.0,2.0,39.0,183.0,10.0,90.0,2.3,93.0,2.4,5.0,7.8,,
101.0,Kendre Miller,22.0,NOR,RB,6.0,2.0,39.0,148.0,11.0,55.0,1.4,93.0,2.4,6.0,6.5,,
102.0,Patrick Taylor,26.0,SFO,RB,13.0,1.0,39.0,183.0,11.0,89.0,2.3,94.0,2.4,0.0,,,
103.0,Chris Brooks,24.0,GNB,RB,15.0,0.0,36.0,183.0,12.0,74.0,2.1,109.0,3.0,6.0,6.0,,
104.0,Khalil Herbert,26.0,2TM,RB,14.0,1.0,36.0,130.0,10.0,74.0,2.1,56.0,1.6,0.0,,,
104.0,Khalil Herbert,26.0,CHI,RB,6.0,0.0,8.0,16.0,3.0,6.0,0.8,10.0,1.3,0.0,,,
104.0,Khalil Herbert,26.0,CIN,RB,8.0,1.0,28.0,114.0,7.0,68.0,2.4,46.0,1.6,0.0,,,
105.0,Michael Carter,25.0,ARI,RB,3.0,1.0,35.0,131.0,9.0,81.0,2.3,50.0,1.4,1.0,35.0,,
106.0,Jared Goff,30.0,DET,QB,17.0,17.0,35.0,56.0,9.0,52.0,1.5,4.0,0.1,0.0,,"PB,AP MVP-5,AP OPoY-9",
107.0,Chris Rodriguez,24.0,WAS,RB,9.0,0.0,35.0,173.0,10.0,62.0,1.8,111.0,3.2,1.0,35.0,,
108.0,Hassan Haskins,25.0,LAC,RB,17.0,0.0,34.0,89.0,13.0,39.0,1.1,50.0,1.5,0.0,,,
109.0,Tyler Goodson,24.0,IND,RB,16.0,0.0,32.0,153.0,6.0,93.0,2.9,60.0,1.9,0.0,,,
110.0,D'Ernest Johnson,28.0,JAX,RB,14.0,1.0,32.0,143.0,7.0,79.0,2.5,64.0,2.0,0.0,,,
111.0,Cordarrelle Patterson,33.0,PIT,RB,13.0,1.0,32.0,135.0,7.0,46.0,1.4,89.0,2.8,3.0,10.7,,
112.0,Kenny McIntosh,24.0,SEA,RB,17.0,0.0,31.0,172.0,8.0,97.0,3.1,75.0,2.4,5.0,6.2,,
113.0,Craig Reynolds,28.0,DET,RB,17.0,0.0,31.0,139.0,6.0,91.0,2.9,48.0,1.5,1.0,31.0,,
114.0,Deshaun Watson,29.0,CLE,QB,7.0,7.0,31.0,148.0,8.0,109.0,3.5,39.0,1.3,1.0,31.0,,
115.0,Isaiah Davis,22.0,NYJ,RB,17.0,0.0,30.0,174.0,10.0,66.0,2.2,108.0,3.6,4.0,7.5,,
116.0,Dare Ogunbowale,30.0,HOU,RB,17.0,1.0,30.0,112.0,5.0,70.0,2.3,42.0,1.4,1.0,30.0,,
117.0,Will Shipley,22.0,PHI,RB,16.0,1.0,30.0,82.0,2.0,44.0,1.5,38.0,1.3,0.0,,,
118.0,Matthew Stafford,36.0,LAR,QB,16.0,16.0,30.0,41.0,10.0,36.0,1.2,5.0,0.2,0.0,,,
119.0,Mac Jones,26.0,JAX,QB,10.0,7.0,28.0,92.0,12.0,57.0,2.0,35.0,1.3,0.0,,,
120.0,Tyler Huntley,26.0,MIA,QB,5.0,5.0,26.0,135.0,10.0,104.0,4.0,31.0,1.2,0.0,,,
121.0,Trevor Lawrence,25.0,JAX,QB,10.0,10.0,26.0,119.0,13.0,89.0,3.4,30.0,1.2,2.0,13.0,,
122.0,Cooper Rush,31.0,DAL,QB,12.0,8.0,26.0,18.0,5.0,7.0,0.3,11.0,0.4,0.0,,,
123.0,Pierre Strong,26.0,CLE,RB,14.0,0.0,26.0,108.0,6.0,69.0,2.7,39.0,1.5,0.0,,,
124.0,Jordan Love,26.0,GNB,QB,15.0,15.0,25.0,83.0,9.0,48.0,1.9,35.0,1.4,0.0,,,
125.0,Mason Rudolph,29.0,TEN,QB,8.0,5.0,25.0,106.0,13.0,83.0,3.3,23.0,0.9,1.0,25.0,,
126.0,Jameis Winston,30.0,CLE,QB,12.0,7.0,25.0,83.0,17.0,72.0,2.9,11.0,0.4,0.0,,,
127.0,Emari Demercado,25.0,ARI,RB,13.0,0.0,24.0,223.0,8.0,86.0,3.6,137.0,5.7,3.0,8.0,,
128.0,Kirk Cousins,36.0,ATL,QB,14.0,14.0,23.0,0.0,2.0,-8.0,-0.3,8.0,0.3,0.0,,AP CPoY-13,
129.0,Julius Chestnut,24.0,TEN,RB,17.0,0.0,22.0,102.0,2.0,55.0,2.5,47.0,2.1,2.0,11.0,,
130.0,Ronnie Rivers,25.0,LAR,RB,17.0,0.0,22.0,99.0,6.0,71.0,3.2,28.0,1.3,0.0,,,
131.0,Aaron Rodgers,41.0,NYJ,QB,17.0,17.0,22.0,107.0,7.0,102.0,4.6,5.0,0.2,1.0,22.0,AP CPoY-7,
132.0,Aidan O'Connell,26.0,LVR,QB,9.0,7.0,21.0,30.0,10.0,19.0,0.9,11.0,0.5,0.0,,,
133.0,Dorian Thompson-Robinson,25.0,CLE,QB,7.0,2.0,21.0,122.0,9.0,94.0,4.5,28.0,1.3,1.0,21.0,,
134.0,Jamycal Hasty,28.0,NWE,RB,15.0,0.0,20.0,69.0,4.0,38.0,1.9,31.0,1.6,0.0,,,
135.0,Jordan Mims,25.0,NOR,RB,11.0,0.0,20.0,70.0,2.0,50.0,2.5,20.0,1.0,0.0,,,
136.0,Samaje Perine,29.0,KAN,RB,17.0,0.0,20.0,92.0,7.0,54.0,2.7,38.0,1.9,0.0,,,
137.0,Jayden Reed,24.0,GNB,WR,17.0,10.0,20.0,163.0,7.0,114.0,5.7,49.0,2.5,2.0,10.0,,
138.0,Malik Willis,25.0,GNB,QB,7.0,2.0,20.0,138.0,6.0,90.0,4.5,48.0,2.4,3.0,6.7,,
139.0,Xavier Worthy,21.0,KAN,WR,17.0,13.0,20.0,104.0,4.0,71.0,3.6,33.0,1.7,1.0,20.0,,
140.0,Gardner Minshew II,28.0,LVR,QB,10.0,9.0,19.0,58.0,5.0,45.0,2.4,13.0,0.7,0.0,,,
141.0,Drew Lock,28.0,NYG,QB,8.0,5.0,18.0,133.0,9.0,103.0,5.7,30.0,1.7,0.0,,,
142.0,Marcus Mariota,31.0,WAS,QB,3.0,0.0,18.0,92.0,6.0,78.0,4.3,14.0,0.8,1.0,18.0,,
143.0,Spencer Rattler,24.0,NOR,QB,7.0,6.0,18.0,146.0,7.0,99.0,5.5,47.0,2.6,0.0,,,
144.0,Derek Carr,33.0,NOR,QB,10.0,10.0,17.0,71.0,4.0,66.0,3.9,5.0,0.3,0.0,,,
145.0,Tua Tagovailoa,26.0,MIA,QB,11.0,11.0,17.0,49.0,5.0,49.0,2.9,0.0,0.0,0.0,,,
146.0,Mitchell Trubisky,30.0,BUF,QB,9.0,0.0,17.0,1.0,1.0,1.0,0.1,0.0,0.0,0.0,,,
147.0,Deuce Vaughn,23.0,DAL,RB,7.0,0.0,17.0,70.0,2.0,38.0,2.2,32.0,1.9,0.0,,,
148.0,KaVontae Turpin,28.0,DAL,WR,17.0,2.0,16.0,92.0,6.0,53.0,3.3,39.0,2.4,2.0,8.0,"PB,AP-1",
149.0,Jeff Wilson,29.0,MIA,RB,9.0,0.0,16.0,57.0,3.0,24.0,1.5,33.0,2.1,0.0,,,
150.0,Raheem Blackshear,25.0,CAR,RB,16.0,1.0,15.0,80.0,2.0,35.0,2.3,45.0,3.0,2.0,7.5,,
151.0,Jacoby Brissett,32.0,NWE,QB,8.0,5.0,15.0,62.0,5.0,49.0,3.3,13.0,0.9,0.0,,,
152.0,Keaton Mitchell,22.0,BAL,RB,5.0,0.0,15.0,30.0,2.0,8.0,0.5,22.0,1.5,2.0,7.5,,
153.0,Eric Gray,25.0,NYG,RB,17.0,0.0,14.0,31.0,1.0,17.0,1.2,14.0,1.0,0.0,,,
154.0,CeeDee Lamb,25.0,DAL,WR,15.0,15.0,14.0,70.0,4.0,37.0,2.6,33.0,2.4,1.0,14.0,"PB,AP-2",
155.0,D.J. Moore,27.0,CHI,WR,17.0,17.0,14.0,75.0,3.0,56.0,4.0,19.0,1.4,1.0,14.0,,
156.0,Mike Boone,29.0,CAR,RB,6.0,0.0,13.0,51.0,3.0,30.0,2.3,21.0,1.6,1.0,13.0,,
157.0,Clyde Edwards-Helaire,25.0,NOR,RB,2.0,0.0,13.0,46.0,2.0,17.0,1.3,29.0,2.2,3.0,4.3,,
158.0,Terrell Jennings,23.0,NWE,RB,3.0,0.0,13.0,33.0,0.0,19.0,1.5,14.0,1.1,0.0,,,
159.0,Jase McClellan,22.0,ATL,RB,2.0,0.0,13.0,32.0,2.0,13.0,1.0,19.0,1.5,0.0,,,
160.0,Marvin Mims,22.0,DEN,WR,17.0,2.0,13.0,42.0,3.0,14.0,1.1,28.0,2.2,1.0,13.0,"PB,AP-1",
161.0,Dak Prescott,31.0,DAL,QB,8.0,8.0,13.0,54.0,5.0,48.0,3.7,6.0,0.5,0.0,,,
162.0,Derius Davis,24.0,LAC,WR,15.0,2.0,12.0,39.0,2.0,22.0,1.8,17.0,1.4,0.0,,,
163.0,Hunter Luepke,24.0,DAL,RB,16.0,4.0,12.0,38.0,6.0,13.0,1.1,25.0,2.1,1.0,12.0,,
164.0,Tyler Badie,24.0,DEN,RB,3.0,0.0,11.0,86.0,4.0,22.0,2.0,64.0,5.8,1.0,11.0,,
165.0,Andy Dalton,37.0,CAR,QB,6.0,5.0,11.0,34.0,2.0,15.0,1.4,19.0,1.7,1.0,11.0,,
166.0,Jake Haener,25.0,NOR,QB,8.0,1.0,11.0,22.0,0.0,22.0,2.0,0.0,0.0,0.0,,,
167.0,Trey Lance,24.0,DAL,QB,4.0,1.0,11.0,41.0,3.0,34.0,3.1,7.0,0.6,0.0,,,
168.0,Puka Nacua,23.0,LAR,WR,11.0,11.0,11.0,46.0,2.0,24.0,2.2,22.0,2.0,1.0,11.0,,
169.0,Jameson Williams,23.0,DET,WR,15.0,11.0,11.0,61.0,5.0,40.0,3.6,21.0,1.9,1.0,11.0,AP CPoY-19,
170.0,Rasheen Ali,23.0,BAL,RB,6.0,0.0,10.0,31.0,2.0,16.0,1.6,15.0,1.5,0.0,,,
171.0,Alec Ingold,28.0,MIA,FB,15.0,10.0,10.0,17.0,6.0,3.0,0.3,14.0,1.4,0.0,,,
172.0,Ray-Ray McCloud,28.0,ATL,WR,17.0,13.0,10.0,79.0,3.0,50.0,5.0,29.0,2.9,0.0,,,
173.0,Joe Milton,24.0,NWE,QB,1.0,0.0,10.0,16.0,4.0,2.0,0.2,14.0,1.4,0.0,,,
174.0,J.J. Taylor,26.0,HOU,RB,5.0,0.0,10.0,44.0,1.0,34.0,3.4,10.0,1.0,0.0,,,
175.0,Jonathon Brooks,21.0,CAR,RB,3.0,1.0,9.0,22.0,0.0,8.0,0.9,14.0,1.6,1.0,9.0,,
176.0,DeeJay Dallas,26.0,ARI,RB,17.0,0.0,9.0,49.0,4.0,32.0,3.6,17.0,1.9,0.0,,,
177.0,Tank Dell,25.0,HOU,WR,14.0,10.0,9.0,43.0,3.0,35.0,3.9,8.0,0.9,0.0,,,
178.0,Joshua Dobbs,29.0,SFO,QB,2.0,1.0,9.0,24.0,2.0,18.0,2.0,6.0,0.7,1.0,9.0,,
179.0,Joe Flacco,39.0,IND,QB,8.0,6.0,9.0,26.0,2.0,24.0,2.7,2.0,0.2,0.0,,,
180.0,Zay Flowers,24.0,BAL,WR,17.0,15.0,9.0,56.0,1.0,27.0,3.0,29.0,3.2,1.0,9.0,PB,
181.0,Kenny Pickett,26.0,PHI,QB,5.0,1.0,9.0,15.0,3.0,11.0,1.2,4.0,0.4,0.0,,,
182.0,Desmond Ridder,25.0,LVR,QB,6.0,1.0,9.0,36.0,2.0,22.0,2.4,14.0,1.6,0.0,,,
183.0,Tre Tucker,23.0,LVR,WR,17.0,14.0,9.0,44.0,3.0,34.0,3.8,10.0,1.1,0.0,,,
184.0,Dalvin Cook,29.0,DAL,RB,2.0,0.0,8.0,20.0,0.0,12.0,1.5,8.0,1.0,0.0,,,
185.0,Tommy DeVito,26.0,NYG,QB,3.0,2.0,8.0,32.0,1.0,28.0,3.5,4.0,0.5,0.0,,,
186.0,Tyreek Hill,30.0,MIA,WR,17.0,17.0,8.0,53.0,2.0,45.0,5.6,8.0,1.0,1.0,8.0,,
187.0,Bo Melton,25.0,GNB,WR,17.0,0.0,8.0,54.0,4.0,36.0,4.5,18.0,2.3,2.0,4.0,,
