Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jonathan Greenard,25.0,DE,8,4.0,259.0,75,"Louisville,Florida",5/25/1997,2,3.0,Houston Texans,Houston Texans,3.0,90.0,2020.0
Kamu Grugier-Hill,28.0,LLB,6,6.0,230.0,74,Eastern Illinois,5/16/1994,6,3.0,Houston Texans,New England Patriots,6.0,208.0,2016.0
Troy Hairston,24.0,TE,16,5.0,245.0,71,Central Michigan,12/8/1998,0,0.0,Houston Texans,,,,
Jake Hansen,24.0,LB,11,2.0,230.0,73,Illinois,6/19/1998,0,2.0,Houston Texans,,,,
Christian Harris,21.0,LLB,12,11.0,232.0,74,Alabama,1/16/2001,0,6.0,Houston Texans,Houston Texans,3.0,75.0,2022.0
Demone Harris,27.0,DE,3,0.0,272.0,76,Buffalo,12/30/1995,4,0.0,Houston Texans,,,,
Charlie Heck,26.0,T,17,3.0,311.0,80,North Carolina,11/20/1996,2,2.0,Houston Texans,Houston Texans,4.0,126.0,2020.0
Neville Hewitt,29.0,LB,14,0.0,234.0,74,Marshall,4/6/1993,7,1.0,Houston Texans,,,,
Kurt Hinish,23.0,DT,15,3.0,296.0,73,Notre Dame,4/27/1999,0,2.0,Houston Texans,,,,
O.J. Howard,28.0,TE,13,10.0,251.0,78,Alabama,11/19/1994,5,1.0,Houston Texans,Tampa Bay Buccaneers,1.0,19.0,2017.0
Tytus Howard,26.0,RT,17,17.0,322.0,77,Alabama St.,5/23/1996,3,6.0,Houston Texans,Houston Texans,1.0,23.0,2019.0
Jerry Hughes,34.0,RDE/LDE,17,16.0,254.0,74,TCU,8/13/1988,12,8.0,Houston Texans,Indianapolis Colts,1.0,31.0,2010.0
Jaleel Johnson,28.0,DT,3,1.0,316.0,75,Iowa,7/12/1994,5,1.0,Houston Texans,Minnesota Vikings,4.0,109.0,2017.0
Johnny Johnson,23.0,WR,1,0.0,199.0,73,Oregon,5/4/1999,0,0.0,Houston Texans,,,,
Tyler Johnson,24.0,WR,2,0.0,208.0,73,Minnesota,8/25/1998,2,0.0,Houston Texans,Tampa Bay Buccaneers,5.0,161.0,2020.0
Tyron Johnson,26.0,WR,2,1.0,193.0,73,"LSU,Oklahoma St.",1/8/1996,2,0.0,Houston Texans,,,,
Cameron Johnston,30.0,P,17,0.0,194.0,71,Ohio St.,2/24/1992,4,4.0,Houston Texans,,,,
Brevin Jordan,22.0,TE,11,3.0,245.0,75,Miami (FL),7/16/2000,1,1.0,Houston Texans,Houston Texans,5.0,147.0,2021.0
Desmond King,28.0,DB/LCB,17,13.0,201.0,70,Iowa,12/14/1994,5,6.0,Houston Texans,Los Angeles Chargers,5.0,151.0,2017.0
Christian Kirksey,30.0,MLB,17,17.0,235.0,74,Iowa,8/31/1992,8,9.0,Houston Texans,Cleveland Browns,3.0,71.0,2014.0
Roy Lopez,25.0,LDT,17,14.0,312.0,74,"New Mexico St.,Arizona",8/7/1997,1,7.0,Houston Texans,Houston Texans,6.0,195.0,2021.0
Justin McCray,30.0,G,12,2.0,320.0,75,Central Florida,5/31/1992,5,1.0,Houston Texans,,,,
KC McDermott,26.0,T,1,0.0,311.0,77,Miami (FL),4/18/1996,2,0.0,Houston Texans,,,,
Davis Mills,24.0,QB,15,15.0,225.0,76,Stanford,10/21/1998,1,7.0,Houston Texans,Houston Texans,3.0,67.0,2021.0
Chris Moore,29.0,WR,16,7.0,200.0,73,Cincinnati,6/16/1993,6,4.0,Houston Texans,Baltimore Ravens,4.0,107.0,2016.0
Jimmy Morrissey,24.0,C,8,0.0,305.0,76,Pittsburgh,6/9/1998,1,0.0,Houston Texans,Las Vegas Raiders,7.0,230.0,2021.0
Eric Murray,28.0,DB,17,0.0,199.0,71,Minnesota,1/7/1994,6,1.0,Houston Texans,Kansas City Chiefs,4.0,106.0,2016.0
Steven Nelson,29.0,RCB,15,15.0,194.0,71,Oregon St.,1/22/1993,7,5.0,Houston Texans,Kansas City Chiefs,3.0,98.0,2015.0
Dare Ogunbowale,28.0,RB,17,4.0,205.0,70,Wisconsin,5/4/1994,5,1.0,Houston Texans,,,,
Ogbonnia Okoronkwo,27.0,LDE,17,8.0,253.0,74,Oklahoma,4/24/1995,3,5.0,Houston Texans,Los Angeles Rams,5.0,160.0,2018.0
Jonathan Owens,27.0,FS,17,17.0,204.0,71,Missouri Western St.,7/22/1995,3,6.0,Houston Texans,,,,
Dameon Pierce,22.0,RB,13,13.0,215.0,70,Florida,2/19/2000,0,6.0,Houston Texans,Houston Texans,4.0,107.0,2022.0
Kevin Pierre-Louis,31.0,LB,2,0.0,231.0,72,Boston Col.,10/7/1991,8,0.0,Houston Texans,Seattle Seahawks,4.0,132.0,2014.0
Jalen Pitre,23.0,SS,17,17.0,200.0,72,Baylor,6/3/1999,0,7.0,Houston Texans,Houston Texans,2.0,37.0,2022.0
Scott Quessenberry,27.0,C,16,16.0,310.0,75,UCLA,3/23/1995,4,5.0,Houston Texans,Los Angeles Chargers,5.0,155.0,2018.0
Teagan Quitoriano,22.0,TE,9,6.0,259.0,78,Oregon St.,3/15/2000,0,1.0,Houston Texans,Houston Texans,5.0,170.0,2022.0
Will Redmond,29.0,CB,3,0.0,186.0,71,Mississippi St.,12/28/1993,4,0.0,Houston Texans,San Francisco 49ers,3.0,68.0,2016.0
Jalen Reeves-Maybin,27.0,LB,17,0.0,226.0,73,Tennessee,1/31/1995,5,2.0,Houston Texans,Detroit Lions,4.0,124.0,2017.0
Amari Rodgers,23.0,WR,6,1.0,212.0,69,Clemson,9/23/1999,1,1.0,Houston Texans,Green Bay Packers,3.0,85.0,2021.0
Mason Schreck,29.0,TE,3,1.0,252.0,77,Buffalo,11/4/1993,4,0.0,Houston Texans,Cincinnati Bengals,7.0,251.0,2017.0
Tremon Smith,26.0,DB,17,2.0,190.0,71,Central Arkansas,7/20/1996,4,2.0,Houston Texans,Kansas City Chiefs,6.0,196.0,2018.0
Taylor Stallworth,27.0,DT,1,0.0,305.0,74,South Carolina,8/18/1995,4,0.0,Houston Texans,,,,
M.J. Stewart,27.0,DB,17,0.0,205.0,71,North Carolina,9/16/1995,4,1.0,Houston Texans,Tampa Bay Buccaneers,2.0,53.0,2018.0
Derek Stingley Jr.,21.0,LCB,9,9.0,195.0,73,LSU,6/20/2001,0,3.0,Houston Texans,Houston Texans,1.0,3.0,2022.0
Tavierre Thomas,26.0,LCB,10,6.0,205.0,70,Ferris St.,3/11/1996,4,2.0,Houston Texans,,,,
Laremy Tunsil,28.0,LT,17,17.0,316.0,77,Mississippi,8/2/1994,6,8.0,Houston Texans,Miami Dolphins,1.0,13.0,2016.0
Garret Wallow,23.0,LB,13,3.0,230.0,74,TCU,1/25/1999,1,2.0,Houston Texans,Houston Texans,5.0,170.0,2021.0
Jon Weeks,36.0,LS,17,0.0,245.0,70,Baylor,2/17/1986,12,1.0,Houston Texans,,,,
Isaac Yiadom,26.0,DB,3,0.0,188.0,73,Boston Col.,2/20/1996,4,0.0,Houston Texans,Denver Broncos,3.0,99.0,2018.0
