Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Team,Draft Team,Draft Round,Draft Pick,Draft Year
Jerrick Reed,23.0,S,10,0.0,196.0,69,"Northwest Mississippi CC,New Mexico",8/7/2000,0,0.0,Seattle Seahawks,Seattle Seahawks,6.0,198.0,2023.0
Jon Rhattigan,24.0,LB,17,0.0,236.0,72,Army,2/2/1999,2,1.0,Seattle Seahawks,,,,
Brady Russell,25.0,TE,15,0.0,250.0,75,Colorado,8/31/1998,0,0.0,Seattle Seahawks,,,,
Geno Smith,33.0,QB,15,15.0,221.0,75,West Virginia,10/10/1990,10,12.0,Seattle Seahawks,New York Jets,2.0,39.0,2013.0
Tyreke Smith,23.0,LB,1,0.0,255.0,75,Ohio St.,2/14/2000,1,0.0,Seattle Seahawks,Seattle Seahawks,5.0,158.0,2022.0
Jaxon Smith-Njigba,21.0,WR,17,3.0,197.0,72,Ohio St.,2/14/2002,0,6.0,Seattle Seahawks,Seattle Seahawks,1.0,20.0,2023.0
Chris Stoll,25.0,LS,17,0.0,255.0,74,Penn St.,8/3/1998,0,1.0,Seattle Seahawks,,,,
Teez Tabor,28.0,S,1,0.0,201.0,72,Florida,12/31/1995,6,0.0,Seattle Seahawks,Detroit Lions,2.0,53.0,2017.0
Darrell Taylor,26.0,LB,17,5.0,255.0,76,Tennessee,3/24/1997,2,3.0,Seattle Seahawks,Seattle Seahawks,2.0,48.0,2020.0
Drake Thomas,23.0,LB,7,0.0,228.0,71,North Carolina St.,2/25/2000,0,0.0,Seattle Seahawks,,,,
Cody Thompson,27.0,WR,7,0.0,205.0,74,Toledo,1/11/1996,2,0.0,Seattle Seahawks,,,,
SaRodorick Thompson,24.0,RB,1,0.0,215.0,72,Texas Tech,10/1/1999,0,0.0,Seattle Seahawks,,,,
Bobby Wagner,33.0,LB,17,16.0,241.0,72,Utah St.,6/27/1990,11,10.0,Seattle Seahawks,Seattle Seahawks,2.0,47.0,2012.0
Kenneth Walker III,23.0,RB,15,15.0,211.0,69,"Wake Forest,Michigan St.",10/20/2000,1,8.0,Seattle Seahawks,Seattle Seahawks,2.0,41.0,2022.0
Leonard Williams,29.0,DL,10,10.0,310.0,77,USC,6/20/1994,8,4.0,Seattle Seahawks,New York Jets,1.0,6.0,2015.0
Easop Winston,27.0,WR,1,0.0,190.0,72,Washington St.,12/17/1996,2,0.0,Seattle Seahawks,,,,
Devon Witherspoon,23.0,CB,14,13.0,185.0,72,Illinois,12/11/2000,0,6.0,Seattle Seahawks,Seattle Seahawks,1.0,5.0,2023.0
Riq Woolen,24.0,CB,16,15.0,210.0,76,Texas-San Antonio,5/2/1999,1,4.0,Seattle Seahawks,Seattle Seahawks,5.0,153.0,2022.0
Cameron Young,23.0,DT,16,1.0,304.0,75,Mississippi St.,6/8/2000,0,1.0,Seattle Seahawks,Seattle Seahawks,4.0,123.0,2023.0
Dareke Young,24.0,WR,6,0.0,224.0,74,Lenoir-Rhyne,6/4/1999,1,0.0,Seattle Seahawks,Seattle Seahawks,7.0,233.0,2022.0
